Student_ID,Full_Name,Gender,Date_of_Birth,Age_at_Graduation,Nationality,State_of_Origin,Admission_Year,Graduation_Year,Graduation_Date,Department,Faculty,Program,Final_CGPA,Class_of_Degree,Graduation_Status,Honors_or_Awards
YCT13843,Hadiza Ogunleye,Female,1994-03-21,26,Nigerian,Akwa Ibom,2018,2020,2020-12-23,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,2.06,Pass,Graduated,
YCT13844,Blessing Ogunleye,Female,1995-06-21,26,Nigerian,Abia,2019,2021,2021-01-03,ND Accountancy,Management Sciences,ND Accountancy,3.92,Distinction,Graduated,Best Graduating Student
YCT13845,Chiamaka Musa,Female,1998-12-25,26,Nigerian,Kaduna,2022,2024,2024-10-01,HND Computer Science,Science,HND Computer Science,3.98,Distinction,Graduated,Gold Medalist
YCT13846,Ngozi Okoye,Female,1996-06-10,24,Nigerian,Kano,2018,2020,2020-09-18,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,0.73,Fail,Fail out,
YCT13847,Chinedu Balogun,Male,2001-06-12,21,Nigerian,Sokoto,2020,2022,2022-08-14,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,2.1,Pass,Graduated,
YCT13848,Oluseyi Eze,Male,1995-04-14,25,Nigerian,Kano,2018,2020,2020-05-16,ND Accountancy,Management Sciences,ND Accountancy,0.33,Fail,Fail out,
YCT13849,Aisha Lawal,Female,1998-03-18,27,Nigerian,Lagos,2023,2025,2025-05-03,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,3.41,Upper Credit,Graduated,Dean's List
YCT13850,Ọláchukwu Jimoh,Female,1999-09-04,26,Nigerian,Ondo,2023,2025,2025-07-17,HND Architecture,Environmental Design,HND Architecture,0.25,Fail,Fail out,
YCT13851,Chibuzor Ibrahim,Male,1993-06-15,26,Nigerian,Lagos,2017,2019,2019-05-24,HND Business Administration,Management Sciences,HND Business Administration,1.96,Fail,Fail out,
YCT13852,Tolulope Okoro,Female,1998-01-19,26,Nigerian,Kwara,2022,2024,2024-03-22,ND Accountancy,Management Sciences,ND Accountancy,1.8,Fail,Fail out,
YCT13853,Michael Musa,Male,2001-11-22,20,Nigerian,Taraba,2019,2021,2021-08-09,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,2.07,Pass,Graduated,
YCT13854,Folashade Eze,Female,2002-09-07,21,Nigerian,Enugu,2021,2023,2023-01-09,HND Business Administration,Management Sciences,HND Business Administration,2.86,Lower Credit,Graduated,
YCT13855,Esther Okoro,Female,2001-10-25,18,Nigerian,Cross River,2017,2019,2019-03-05,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,2.46,Pass,Graduated,
YCT13856,Yetunde Adedeji,Female,1993-09-07,26,Nigerian,Kwara,2017,2019,2019-03-28,ND Architecture,Environmental Design,ND Architecture,0.05,Fail,Fail out,
YCT13857,Abdullahi Enahoro,Male,2001-06-03,21,Nigerian,Cross River,2020,2022,2022-11-10,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,3.29,Upper Credit,Graduated,
YCT13858,Sulaiman Onyeka,Male,1998-05-25,23,Nigerian,Niger,2019,2021,2021-12-28,HND Architecture,Environmental Design,HND Architecture,0.69,Fail,Fail out,
YCT13859,Temitope Oladele,Male,1993-11-04,27,Nigerian,Bauchi,2018,2020,2020-02-28,HND Computer Science,Science,HND Computer Science,0.07,Fail,Fail out,
YCT13860,Michael Osho,Male,2002-05-15,20,Nigerian,Anambra,2020,2022,2022-01-07,ND Business Administration,Management Sciences,ND Business Administration,0.53,Fail,Fail out,
YCT13861,Femi Saleh,Male,1997-12-18,24,Nigerian,Ogun,2019,2021,2021-11-18,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,2.78,Lower Credit,Graduated,
YCT13862,Oluseyi Adebayo,Male,1999-04-17,23,Nigerian,Kano,2020,2022,2022-02-25,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,0.2,Fail,Fail out,
YCT13863,Ugochi Ogunleye,Female,1995-04-07,24,Nigerian,Kebbi,2017,2019,2019-07-15,HND Computer Science,Science,HND Computer Science,2.17,Pass,Graduated,
YCT13864,Chiamaka Okonkwo,Female,2004-09-21,20,Nigerian,Zamfara,2022,2024,2024-08-25,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,2.83,Lower Credit,Graduated,
YCT13865,Oluseyi Olawale,Male,1997-02-02,23,Nigerian,Enugu,2018,2020,2020-12-10,HND Accountancy,Management Sciences,HND Accountancy,2.82,Lower Credit,Graduated,
YCT13866,Michael Okafor,Male,2001-11-04,19,Nigerian,Nasarawa,2018,2020,2020-12-20,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,2.63,Lower Credit,Graduated,
YCT13867,Emeka Ibe,Male,1998-07-02,21,Nigerian,Kano,2017,2019,2019-06-09,ND Architecture,Environmental Design,ND Architecture,3.48,Upper Credit,Graduated,Dean's List
YCT13868,Patrick Adedeji,Male,2001-10-17,21,Nigerian,Lagos,2020,2022,2022-01-28,ND Computer Science,Science,ND Computer Science,1.04,Fail,Fail out,
YCT13869,Christy Okoye,Female,1998-11-06,24,Nigerian,Cross River,2020,2022,2022-03-19,ND Business Administration,Management Sciences,ND Business Administration,3.62,Distinction,Graduated,Dean's List
YCT13870,Abike Ebong,Female,2004-12-20,19,Nigerian,Katsina,2021,2023,2023-10-23,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,1.26,Fail,Fail out,
YCT13871,Ngozi Sani,Female,1997-12-24,22,Nigerian,Sokoto,2017,2019,2019-09-27,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,2.32,Pass,Graduated,
YCT13872,Yetunde Onyeka,Female,2000-05-26,23,Nigerian,Edo,2021,2023,2023-05-11,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,0.52,Fail,Fail out,
YCT13873,Sulaiman Onyeka,Male,1997-09-16,23,Nigerian,Ondo,2018,2020,2020-12-05,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,3.54,Distinction,Graduated,Dean's List
YCT13874,Abike Ebong,Female,1992-05-27,27,Nigerian,Abia,2017,2019,2019-11-17,ND Computer Science,Science,ND Computer Science,2.9,Lower Credit,Graduated,
YCT13875,Ngozi Kolawole,Female,1998-10-02,24,Nigerian,Niger,2020,2022,2022-10-24,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,1.52,Fail,Fail out,
YCT13876,Tunde Yakubu,Male,1995-06-01,26,Nigerian,Imo,2019,2021,2021-10-28,ND Accountancy,Management Sciences,ND Accountancy,3.73,Distinction,Graduated,Dean's List
YCT13877,Chibuzor Echendu,Male,1998-02-16,25,Nigerian,Anambra,2021,2023,2023-12-24,HND Computer Science,Science,HND Computer Science,2.4,Pass,Graduated,
YCT13878,Aisha Adebayo,Female,1997-01-11,27,Nigerian,Kano,2022,2024,2024-10-17,ND Architecture,Environmental Design,ND Architecture,0.45,Fail,Fail out,
YCT13879,Fatima Olatunji,Female,1999-04-22,25,Nigerian,Borno,2022,2024,2024-09-06,HND Business Administration,Management Sciences,HND Business Administration,2.48,Pass,Graduated,
YCT13880,Ifeanyi Bello,Male,2000-01-03,22,Nigerian,Ogun,2020,2022,2022-05-20,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,3.57,Distinction,Graduated,Dean's List
YCT13881,Ugochi Ogunlana,Female,2001-05-01,20,Nigerian,Ondo,2019,2021,2021-01-26,ND Accountancy,Management Sciences,ND Accountancy,1.19,Fail,Fail out,
YCT13882,Ngozi Ali,Female,2001-10-19,20,Nigerian,Akwa Ibom,2019,2021,2021-02-01,ND Architecture,Environmental Design,ND Architecture,3.55,Distinction,Graduated,Dean's List
YCT13883,Mercy Jimoh,Female,1996-04-28,24,Nigerian,Bayelsa,2018,2020,2020-02-14,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,3.16,Upper Credit,Graduated,
YCT13884,Chinelo Eze,Female,1997-06-12,25,Nigerian,Osun,2020,2022,2022-10-10,ND Architecture,Environmental Design,ND Architecture,1.46,Fail,Fail out,
YCT13885,Blessing Sani,Female,1992-10-03,27,Nigerian,Kaduna,2017,2019,2019-02-09,ND Accountancy,Management Sciences,ND Accountancy,0.24,Fail,Fail out,
YCT13886,Abimbola Echendu,Female,1997-05-13,22,Nigerian,Ogun,2017,2019,2019-03-25,ND Accountancy,Management Sciences,ND Accountancy,0.53,Fail,Fail out,
YCT13887,Michael Yakubu,Male,1995-04-17,27,Nigerian,Rivers,2020,2022,2022-07-28,ND Accountancy,Management Sciences,ND Accountancy,0.15,Fail,Fail out,
YCT13888,Femi Ogunbiyi,Male,2005-08-21,18,Nigerian,Enugu,2021,2023,2023-01-10,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,3.66,Distinction,Graduated,Dean's List
YCT13889,Ifeoma Bello,Female,1999-02-16,25,Nigerian,Osun,2022,2024,2024-08-23,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,0.37,Fail,Fail out,
YCT13890,Michael Utomi,Male,2002-02-09,19,Nigerian,Borno,2019,2021,2021-07-14,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,1.82,Fail,Fail out,
YCT13891,Esther Lawal,Female,2000-11-06,25,Nigerian,Sokoto,2023,2025,2025-05-17,ND Computer Science,Science,ND Computer Science,3.43,Upper Credit,Graduated,Dean's List
YCT13892,Chukwuemeka Abimbola,Male,2005-04-26,18,Nigerian,Ogun,2021,2023,2023-01-15,ND Business Administration,Management Sciences,ND Business Administration,0.46,Fail,Fail out,
YCT13893,Temitope Musa,Male,1998-10-14,21,Nigerian,Ogun,2017,2019,2019-01-11,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,0.44,Fail,Fail out,
YCT13894,Temitope Jimoh,Male,1994-11-19,26,Nigerian,Benue,2018,2020,2020-10-05,ND Architecture,Environmental Design,ND Architecture,0.71,Fail,Fail out,
YCT13895,Ibrahim Abimbola,Male,2004-03-09,20,Nigerian,FCT,2022,2024,2024-05-23,HND Architecture,Environmental Design,HND Architecture,3.57,Distinction,Graduated,Dean's List
YCT13896,Aisha Okafor,Female,1998-10-15,26,Nigerian,Akwa Ibom,2022,2024,2024-12-25,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,0.23,Fail,Fail out,
YCT13897,Emeka Lawal,Male,1996-08-01,24,Nigerian,Zamfara,2018,2020,2020-11-10,ND Architecture,Environmental Design,ND Architecture,0.92,Fail,Fail out,
YCT13898,John Abubakar,Male,1994-02-13,26,Nigerian,Cross River,2018,2020,2020-02-03,ND Architecture,Environmental Design,ND Architecture,1.54,Fail,Fail out,
YCT13899,Abike Yakubu,Female,2004-06-14,19,Nigerian,Bauchi,2021,2023,2023-07-05,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,3.32,Upper Credit,Graduated,
YCT13900,Esther Ogunbiyi,Female,1993-02-15,27,Nigerian,Ondo,2018,2020,2020-02-14,ND Computer Science,Science,ND Computer Science,3.4,Upper Credit,Graduated,
YCT13901,Tolulope Musa,Female,1996-01-25,23,Nigerian,Plateau,2017,2019,2019-04-14,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,0.74,Fail,Fail out,
YCT13902,Folashade Oloruntoba,Female,2002-06-15,19,Nigerian,Anambra,2019,2021,2021-03-07,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,1.76,Fail,Fail out,
YCT13903,Seun Ogunleye,Male,1997-10-07,27,Nigerian,Imo,2022,2024,2024-11-14,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,1.49,Fail,Fail out,
YCT13904,Abimbola Abimbola,Female,2000-09-05,20,Nigerian,Cross River,2018,2020,2020-04-22,HND Computer Science,Science,HND Computer Science,2.56,Lower Credit,Graduated,
YCT13905,Esther Oyedepo,Female,1993-02-22,27,Nigerian,Osun,2018,2020,2020-06-15,HND Architecture,Environmental Design,HND Architecture,2.65,Lower Credit,Graduated,
YCT13906,Uche Eze,Male,1998-10-28,21,Nigerian,Ondo,2017,2019,2019-09-18,ND Architecture,Environmental Design,ND Architecture,1.42,Fail,Fail out,
YCT13907,Yetunde Ali,Female,1997-03-10,25,Nigerian,Kwara,2020,2022,2022-03-11,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,1.03,Fail,Fail out,
YCT13908,Chukwuemeka Ali,Male,1998-06-20,25,Nigerian,Abia,2021,2023,2023-08-02,ND Accountancy,Management Sciences,ND Accountancy,3.61,Distinction,Graduated,Dean's List
YCT13909,Uche Ali,Male,1999-01-10,25,Nigerian,Bauchi,2022,2024,2024-02-28,ND Business Administration,Management Sciences,ND Business Administration,0.89,Fail,Fail out,
YCT13910,Sulaiman Onyeka,Male,2000-11-02,21,Nigerian,Gombe,2019,2021,2021-03-28,HND Business Administration,Management Sciences,HND Business Administration,3.15,Upper Credit,Graduated,
YCT13911,Tunde Enahoro,Male,2000-12-17,25,Nigerian,Rivers,2023,2025,2025-06-24,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,3.38,Upper Credit,Graduated,
YCT13912,David Adeoye,Male,2000-01-26,23,Nigerian,Plateau,2021,2023,2023-06-16,ND Computer Science,Science,ND Computer Science,2.81,Lower Credit,Graduated,
YCT13913,Patrick Bello,Male,2001-02-25,21,Nigerian,Imo,2020,2022,2022-03-15,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,1.66,Fail,Fail out,
YCT13914,Michael Okonkwo,Male,1999-09-22,25,Nigerian,Oyo,2022,2024,2024-11-22,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,3.86,Distinction,Graduated,Best Graduating Student
YCT13915,Ugochi Olatunji,Female,2001-01-08,22,Nigerian,Anambra,2021,2023,2023-04-23,HND Accountancy,Management Sciences,HND Accountancy,0.66,Fail,Fail out,
YCT13916,Uche Abimbola,Male,1999-06-17,21,Nigerian,Ondo,2018,2020,2020-02-22,HND Business Administration,Management Sciences,HND Business Administration,0.62,Fail,Fail out,
YCT13917,Chinedu Ebong,Male,1997-05-01,25,Nigerian,Enugu,2020,2022,2022-05-16,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,1.52,Fail,Fail out,
YCT13918,Ifeanyi Echendu,Male,2006-08-06,19,Nigerian,Plateau,2023,2025,2025-04-07,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,3.21,Upper Credit,Graduated,
YCT13919,Rasheedat Adebayo,Female,1996-11-19,26,Nigerian,Rivers,2020,2022,2022-04-07,HND Accountancy,Management Sciences,HND Accountancy,3.3,Upper Credit,Graduated,
YCT13920,David Ahmed,Male,1997-02-15,24,Nigerian,Bauchi,2019,2021,2021-06-20,HND Accountancy,Management Sciences,HND Accountancy,3.48,Upper Credit,Graduated,Dean's List
YCT13921,Chukwuemeka Ogunleye,Male,1997-12-13,22,Nigerian,Adamawa,2017,2019,2019-07-20,HND Architecture,Environmental Design,HND Architecture,2.7,Lower Credit,Graduated,
YCT13922,Chibuzor Ogunleye,Male,2000-05-28,19,Nigerian,Borno,2017,2019,2019-06-05,ND Architecture,Environmental Design,ND Architecture,3.32,Upper Credit,Graduated,
YCT13923,Fatima Olatunji,Female,2003-05-21,19,Nigerian,Imo,2020,2022,2022-03-03,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,1.64,Fail,Fail out,
YCT13924,Amaka Olawale,Female,2002-03-03,22,Nigerian,Ekiti,2022,2024,2024-03-27,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,1.82,Fail,Fail out,
YCT13925,Christy Saleh,Female,2005-02-17,20,Nigerian,Edo,2023,2025,2025-02-07,ND Computer Science,Science,ND Computer Science,3.15,Upper Credit,Graduated,
YCT13926,Chiamaka Oladele,Female,2001-03-27,19,Nigerian,Niger,2018,2020,2020-11-12,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,3.42,Upper Credit,Graduated,
YCT13927,Tunde Okoye,Male,1996-02-13,25,Nigerian,Osun,2019,2021,2021-09-14,HND Accountancy,Management Sciences,HND Accountancy,1.58,Fail,Fail out,
YCT13928,Esther Okechukwu,Female,2002-03-15,22,Nigerian,Kaduna,2022,2024,2024-10-16,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,3.8,Distinction,Graduated,Best Graduating Student
YCT13929,Mercy Utomi,Female,1993-07-16,27,Nigerian,Imo,2018,2020,2020-04-02,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,1.97,Fail,Fail out,
YCT13930,Oluseyi Olawale,Male,2004-08-01,18,Nigerian,Edo,2020,2022,2022-09-04,ND Architecture,Environmental Design,ND Architecture,3.26,Upper Credit,Graduated,
YCT13931,Christy Okoro,Female,2006-01-18,18,Nigerian,Niger,2022,2024,2024-08-16,HND Accountancy,Management Sciences,HND Accountancy,1.82,Fail,Fail out,
YCT13932,Femi Adeoye,Male,2000-07-11,19,Nigerian,Sokoto,2017,2019,2019-09-23,HND Business Administration,Management Sciences,HND Business Administration,1.54,Fail,Fail out,
YCT13933,Temitope Ahmed,Male,1994-02-24,26,Nigerian,Adamawa,2018,2020,2020-03-16,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,2.22,Pass,Graduated,
YCT13934,Blessing Musa,Female,1997-11-08,23,Nigerian,Lagos,2018,2020,2020-01-01,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,3.59,Distinction,Graduated,Dean's List
YCT13935,Chinedu Ibrahim,Male,2003-06-27,22,Nigerian,Bayelsa,2023,2025,2025-03-02,HND Accountancy,Management Sciences,HND Accountancy,3.38,Upper Credit,Graduated,
YCT13936,Tobiloba Lawal,Male,1995-06-04,24,Nigerian,Oyo,2017,2019,2019-12-04,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,2.31,Pass,Graduated,
YCT13937,Yetunde Okonkwo,Female,1998-09-18,25,Nigerian,Akwa Ibom,2021,2023,2023-02-28,HND Architecture,Environmental Design,HND Architecture,3.75,Distinction,Graduated,Dean's List
YCT13938,Rasheedat Ogunbiyi,Female,1993-01-17,26,Nigerian,Imo,2017,2019,2019-09-18,ND Business Administration,Management Sciences,ND Business Administration,0.33,Fail,Fail out,
YCT13939,Ibrahim Ebong,Male,1997-09-17,23,Nigerian,Ondo,2018,2020,2020-02-14,ND Computer Science,Science,ND Computer Science,3.16,Upper Credit,Graduated,
YCT13940,David Adeoye,Male,2006-07-21,19,Nigerian,Edo,2023,2025,2025-08-06,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,1.53,Fail,Fail out,
YCT13941,Tobiloba Ali,Male,1995-02-19,26,Nigerian,Oyo,2019,2021,2021-04-14,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,0.07,Fail,Fail out,
YCT13942,Samuel Olatunji,Male,1998-11-03,27,Nigerian,Imo,2023,2025,2025-03-11,HND Architecture,Environmental Design,HND Architecture,2.58,Lower Credit,Graduated,
YCT13943,Chinedu Abubakar,Male,2005-12-06,19,Nigerian,Oyo,2022,2024,2024-01-17,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,2.45,Pass,Graduated,
YCT13944,Chinedu Bello,Male,1997-03-01,25,Nigerian,Kwara,2020,2022,2022-08-28,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,1.09,Fail,Fail out,
YCT13945,Ifeoma Utomi,Female,1995-06-08,27,Nigerian,Kogi,2020,2022,2022-04-21,HND Accountancy,Management Sciences,HND Accountancy,2.43,Pass,Graduated,
YCT13946,Michael Okafor,Male,1997-04-01,22,Nigerian,Rivers,2017,2019,2019-06-27,ND Architecture,Environmental Design,ND Architecture,2.94,Lower Credit,Graduated,
YCT13947,Hadiza Utomi,Female,2002-02-10,19,Nigerian,Taraba,2019,2021,2021-08-11,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,0.44,Fail,Fail out,
YCT13948,Abimbola Osagie,Female,1999-01-01,23,Nigerian,Kogi,2020,2022,2022-11-10,ND Business Administration,Management Sciences,ND Business Administration,3.32,Upper Credit,Withheld,
YCT13949,Michael Abimbola,Male,2000-09-17,23,Nigerian,Delta,2021,2023,2023-03-18,ND Architecture,Environmental Design,ND Architecture,2.85,Lower Credit,Graduated,
YCT13950,Hadiza Bello,Female,1998-02-07,26,Nigerian,Borno,2022,2024,2024-06-10,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,1.77,Fail,Fail out,
YCT13951,Abimbola Ibrahim,Female,2000-04-21,19,Nigerian,Kano,2017,2019,2019-09-11,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,0.65,Fail,Fail out,
YCT13952,Yetunde Echendu,Female,2000-06-02,23,Nigerian,Edo,2021,2023,2023-06-13,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,1.43,Fail,Fail out,
YCT13953,Ifeoma Lawal,Female,1998-01-12,24,Nigerian,Cross River,2020,2022,2022-12-09,ND Computer Science,Science,ND Computer Science,0.98,Fail,Fail out,
YCT13954,Tobiloba Oloruntoba,Male,2007-08-14,18,Nigerian,Oyo,2023,2025,2025-02-07,ND Business Administration,Management Sciences,ND Business Administration,3.17,Upper Credit,Graduated,
YCT13955,Ifeoma Saleh,Female,2006-07-22,18,Nigerian,Adamawa,2022,2024,2024-07-05,ND Computer Science,Science,ND Computer Science,2.08,Pass,Graduated,
YCT13956,Temitope Ogunlana,Male,1993-12-02,27,Nigerian,Plateau,2018,2020,2020-09-20,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,3.55,Distinction,Graduated,Dean's List
YCT13957,Seun Okafor,Male,2002-04-05,20,Nigerian,Edo,2020,2022,2022-08-25,ND Business Administration,Management Sciences,ND Business Administration,2.87,Lower Credit,Graduated,
YCT13958,Esther Oloruntoba,Female,2000-09-24,20,Nigerian,Lagos,2018,2020,2020-12-06,HND Business Administration,Management Sciences,HND Business Administration,3.97,Distinction,Graduated,Gold Medalist
YCT13959,Patrick Osho,Male,1998-05-15,21,Nigerian,Ekiti,2017,2019,2019-12-09,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,3.67,Distinction,Graduated,Dean's List
YCT13960,Fatima Okechukwu,Female,2000-09-02,24,Nigerian,Ondo,2022,2024,2024-09-01,ND Architecture,Environmental Design,ND Architecture,1.9,Fail,Fail out,
YCT13961,Amaka Abubakar,Female,2000-06-12,24,Nigerian,Yobe,2022,2024,2024-11-25,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,3.27,Upper Credit,Graduated,
YCT13962,Abdullahi Okafor,Male,2000-09-23,23,Nigerian,Anambra,2021,2023,2023-11-02,HND Business Administration,Management Sciences,HND Business Administration,0.45,Fail,Fail out,
YCT13963,Samuel Lawal,Male,2003-10-01,20,Nigerian,Yobe,2021,2023,2023-08-27,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,0.92,Fail,Fail out,
YCT13964,Abimbola Okonkwo,Female,1998-04-24,24,Nigerian,Adamawa,2020,2022,2022-09-18,HND Computer Science,Science,HND Computer Science,3.79,Distinction,Graduated,Dean's List
YCT13965,Abdullahi Yakubu,Male,2001-04-17,24,Nigerian,Anambra,2023,2025,2025-04-19,ND Business Administration,Management Sciences,ND Business Administration,1.88,Fail,Fail out,
YCT13966,Patrick Okafor,Male,2001-11-09,24,Nigerian,Benue,2023,2025,2025-08-07,HND Accountancy,Management Sciences,HND Accountancy,3.43,Upper Credit,Graduated,Dean's List
YCT13967,Ifeoma Musa,Female,2002-05-01,19,Nigerian,Anambra,2019,2021,2021-11-14,ND Architecture,Environmental Design,ND Architecture,1.58,Fail,Fail out,
YCT13968,Chukwuemeka Lawal,Male,1994-03-09,26,Nigerian,Edo,2018,2020,2020-03-16,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,2.08,Pass,Graduated,
YCT13969,Rasheedat Ogunlana,Female,2003-06-17,21,Nigerian,Cross River,2022,2024,2024-11-15,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,0.15,Fail,Fail out,
YCT13970,Uche Okechukwu,Male,1999-12-10,25,Nigerian,Jigawa,2022,2024,2024-04-08,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,1.25,Fail,Fail out,
YCT13971,John Bello,Male,1994-12-23,26,Nigerian,Borno,2018,2020,2020-11-04,ND Computer Science,Science,ND Computer Science,3.94,Distinction,Graduated,Best Graduating Student
YCT13972,Yetunde Ajayi,Female,2003-09-12,22,Nigerian,Plateau,2023,2025,2025-06-24,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,2.23,Pass,Graduated,
YCT13973,Abdullahi Abubakar,Male,1995-03-03,27,Nigerian,Akwa Ibom,2020,2022,2022-06-07,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,2.74,Lower Credit,Graduated,
YCT13974,Samuel Okonkwo,Male,1997-10-12,23,Nigerian,Ekiti,2018,2020,2020-05-16,ND Computer Science,Science,ND Computer Science,2.95,Lower Credit,Graduated,
YCT13975,Chukwuemeka Adedeji,Male,1998-04-02,22,Nigerian,Oyo,2018,2020,2020-02-17,HND Accountancy,Management Sciences,HND Accountancy,3.5,Distinction,Graduated,Dean's List
YCT13976,Mercy Adebayo,Female,1993-07-16,26,Nigerian,Bauchi,2017,2019,2019-10-17,HND Architecture,Environmental Design,HND Architecture,3.89,Distinction,Graduated,Best Graduating Student
YCT13977,Patrick Musa,Male,1999-02-09,26,Nigerian,Delta,2023,2025,2025-06-28,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,2.51,Lower Credit,Graduated,
YCT13978,Abdullahi Utomi,Male,1992-12-11,27,Nigerian,Ondo,2017,2019,2019-06-27,ND Computer Science,Science,ND Computer Science,1.31,Fail,Fail out,
YCT13979,Mercy Nwachukwu,Female,1997-10-17,23,Nigerian,Ondo,2018,2020,2020-07-11,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,2.64,Lower Credit,Graduated,
YCT13980,Samuel Adebayo,Male,1996-11-25,25,Nigerian,Cross River,2019,2021,2021-07-07,ND Accountancy,Management Sciences,ND Accountancy,1.72,Fail,Fail out,
YCT13981,Folashade Sani,Female,2003-03-23,19,Nigerian,Zamfara,2020,2022,2022-08-25,ND Computer Science,Science,ND Computer Science,3.35,Upper Credit,Graduated,Dean's List
YCT13982,Ngozi Utomi,Female,2003-12-21,21,Nigerian,Ogun,2022,2024,2024-07-16,HND Accountancy,Management Sciences,HND Accountancy,1.49,Fail,Fail out,
YCT13983,Chibuzor Utomi,Male,1999-05-06,24,Nigerian,Yobe,2021,2023,2023-01-26,ND Architecture,Environmental Design,ND Architecture,2.32,Pass,Graduated,
YCT13984,Ugochi Ibe,Female,1998-12-03,27,Nigerian,Ogun,2023,2025,2025-01-26,ND Accountancy,Management Sciences,ND Accountancy,3.18,Upper Credit,Graduated,
YCT13985,Amaka Ibe,Female,2001-06-04,20,Nigerian,Ondo,2019,2021,2021-12-16,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,0.21,Fail,Fail out,
YCT13986,Ọláchukwu Olawale,Female,1996-02-09,24,Nigerian,Kebbi,2018,2020,2020-02-26,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,3.01,Upper Credit,Graduated,
YCT13987,Chiamaka Abubakar,Female,1998-11-15,26,Nigerian,Katsina,2022,2024,2024-06-27,HND Architecture,Environmental Design,HND Architecture,3.19,Upper Credit,Graduated,
YCT13988,Ifeoma Saleh,Female,1994-09-06,27,Nigerian,Kogi,2019,2021,2021-11-19,ND Business Administration,Management Sciences,ND Business Administration,3.06,Upper Credit,Graduated,
